0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	56
33	127
34	117
35	98
36	116
37	107
38	115
39	122
40	105
41	112
42	106
43	83
44	78
45	94
46	86
47	96
48	82
49	75
50	82
51	93
52	77
53	70
54	80
55	86
56	77
57	72
58	70
59	77
60	78
61	79
62	71
63	80
64	51
65	75
66	91
67	78
68	69
69	55
70	71
71	79
72	60
73	69
74	74
75	68
76	68
77	65
78	61
79	58
80	75
81	54
82	61
83	63
84	73
85	63
86	59
87	56
88	58
89	58
90	54
91	55
92	56
93	60
94	65
95	64
96	56
97	64
98	51
99	60
100	48
101	51
102	53
103	62
104	48
105	68
106	64
107	64
108	51
109	45
110	52
111	68
112	64
113	73
114	56
115	59
116	58
117	45
118	62
119	67
120	49
121	65
122	55
123	77
124	68
125	84
126	51
127	71
128	75
129	67
130	72
131	62
132	86
133	73
134	92
135	60
136	76
137	74
138	74
139	64
140	83
141	88
142	55
143	79
144	62
145	70
146	61
147	54
148	66
149	59
150	65
151	49
152	61
153	49
154	56
155	60
156	40
157	46
158	51
159	42
160	40
161	35
162	30
163	17
164	16
165	11
166	19
167	12
168	15
169	12
170	17
171	7
172	13
173	9
174	13
175	11
176	12
177	6
178	6
179	6
180	7
181	4
182	4
183	1
184	3
185	1
186	1
187	2
188	1
189	3
190	2
191	2
192	1
193	3
194	1
195	0
196	2
197	2
198	3
199	1
200	0
201	2
202	1
203	0
204	0
205	0
206	1
207	2
208	2
209	1
210	0
211	1
212	2
213	0
214	0
215	0
216	0
217	2
218	0
219	0
220	1
221	3
222	1
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	1
236	0
237	0
238	1
239	1
240	1
241	2
242	0
243	0
244	0
245	0
246	1
247	1
248	0
249	0
250	0
251	0
252	0
253	0
254	1
255	0
256	0
257	0
258	1
259	0
260	1
261	0
262	1
263	1
264	0
265	0
266	1
267	1
268	0
269	0
270	2
271	0
272	1
273	1
274	0
275	2
276	0
277	0
278	0
279	0
280	1
281	0
282	0
283	0
284	0
285	0
286	1
287	1
288	0
289	0
290	0
291	0
292	0
293	0
294	1
295	0
296	0
297	0
298	0
299	1
300	0
301	1
302	1
303	1
304	0
305	0
306	1
307	1
308	1
309	1
310	0
311	0
312	1
313	0
314	1
315	1
316	1
317	1
318	0
319	0
320	0
321	1
322	0
323	0
324	0
325	2
326	1
327	0
328	1
329	0
330	1
331	1
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	1
340	1
341	0
342	0
343	0
344	1
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	1
361	1
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	1
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	1
386	0
387	1
388	0
389	1
390	0
391	0
392	1
393	1
394	0
395	0
396	1
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	1
442	0
443	0
444	0
445	0
446	0
447	1
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	1
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
