0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	9
33	332
34	336
35	315
36	309
37	307
38	255
39	276
40	308
41	363
42	347
43	355
44	405
45	379
46	361
47	344
48	368
49	372
50	351
51	378
52	375
53	362
54	368
55	365
56	367
57	395
58	400
59	406
60	429
61	459
62	450
63	453
64	467
65	463
66	518
67	462
68	477
69	485
70	479
71	489
72	465
73	418
74	463
75	457
76	456
77	462
78	426
79	396
80	392
81	421
82	423
83	367
84	382
85	388
86	325
87	387
88	358
89	340
90	328
91	325
92	325
93	322
94	362
95	328
96	303
97	288
98	256
99	257
100	298
101	293
102	300
103	250
104	295
105	256
106	241
107	258
108	244
109	234
110	274
111	226
112	248
113	263
114	216
115	230
116	232
117	231
118	251
119	204
120	248
121	231
122	216
123	231
124	227
125	211
126	230
127	238
128	220
129	204
130	231
131	256
132	202
133	222
134	214
135	218
136	226
137	259
138	228
139	213
140	238
141	245
142	199
143	206
144	234
145	226
146	211
147	191
148	205
149	195
150	156
151	181
152	137
153	171
154	130
155	148
156	119
157	114
158	114
159	95
160	95
161	80
162	84
163	101
164	78
165	66
166	69
167	54
168	69
169	72
170	51
171	54
172	55
173	43
174	49
175	52
176	43
177	51
178	48
179	48
180	48
181	46
182	36
183	49
184	45
185	41
186	36
187	38
188	45
189	44
190	39
191	45
192	57
193	51
194	49
195	60
196	65
197	62
198	103
199	98
200	110
201	168
202	170
203	198
204	258
205	249
206	308
207	348
208	380
209	439
210	476
211	589
212	538
213	574
214	631
215	646
216	665
217	676
218	630
219	623
220	595
221	570
222	478
223	429
224	394
225	324
226	289
227	217
228	209
229	168
230	133
231	105
232	85
233	78
234	44
235	47
236	34
237	26
238	14
239	9
240	11
241	3
242	2
243	3
244	1
245	4
246	1
247	3
248	2
249	4
250	2
251	2
252	1
253	7
254	3
255	2
256	0
257	1
258	3
259	3
260	1
261	3
262	3
263	1
264	1
265	1
266	1
267	3
268	2
269	3
270	0
271	0
272	1
273	4
274	1
275	2
276	4
277	2
278	1
279	3
280	0
281	3
282	0
283	1
284	4
285	3
286	0
287	1
288	1
289	1
290	1
291	0
292	3
293	1
294	4
295	0
296	4
297	3
298	2
299	0
300	3
301	2
302	1
303	1
304	1
305	1
306	0
307	1
308	0
309	1
310	1
311	2
312	1
313	2
314	2
315	0
316	2
317	2
318	1
319	3
320	3
321	5
322	1
323	2
324	3
325	1
326	1
327	2
328	2
329	3
330	2
331	4
332	1
333	2
334	1
335	1
336	0
337	2
338	2
339	1
340	1
341	2
342	4
343	0
344	1
345	0
346	0
347	1
348	1
349	1
350	1
351	3
352	1
353	2
354	1
355	0
356	1
357	1
358	0
359	0
360	1
361	1
362	2
363	1
364	1
365	1
366	1
367	3
368	2
369	2
370	0
371	2
372	0
373	0
374	0
375	0
376	1
377	0
378	0
379	1
380	0
381	0
382	0
383	1
384	1
385	1
386	0
387	2
388	3
389	0
390	0
391	0
392	0
393	0
394	1
395	1
396	0
397	0
398	2
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	2
408	0
409	0
410	0
411	1
412	0
413	0
414	0
415	2
416	0
417	0
418	0
419	0
420	1
421	0
422	0
423	1
424	0
425	0
426	0
427	0
428	2
429	0
430	1
431	1
432	0
433	1
434	1
435	0
436	0
437	0
438	0
439	0
440	1
441	0
442	0
443	0
444	2
445	0
446	0
447	1
448	1
449	0
450	1
451	0
452	3
453	1
454	2
455	0
456	0
457	0
458	1
459	0
460	0
461	0
462	1
463	0
464	0
465	0
466	1
467	0
468	0
469	0
470	0
471	0
472	0
473	1
474	0
475	1
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
