314  318   23.03.2023

Muons 0-5 in the iron absorber.


     x               y             z         cos(teta_x)   cos(teta_y)   cos(teta_z)

0
 5.286929e-01  -5.007956e-01  1.320000e+03  6.898001e-04  9.114832e-04  9.999993e-01 
 5.535571e-01  -4.670311e-01  1.350000e+03  9.443034e-04  1.181743e-03  9.999989e-01 
 5.828188e-01  -4.328646e-01  1.380000e+03  1.052344e-03  1.479989e-03  9.999984e-01 
 6.122865e-01  -3.890260e-01  1.410000e+03  8.946357e-04  1.363199e-03  9.999987e-01 
 6.307578e-01  -3.520397e-01  1.440000e+03  2.908895e-04  1.274809e-03  9.999991e-01 
 6.383990e-01  -3.216782e-01  1.470000e+03  1.549139e-05  8.482307e-04  9.999996e-01 
 6.487184e-01  -2.911932e-01  1.500000e+03  4.164263e-04  9.910931e-04  9.999994e-01 
 6.742430e-01  -2.608237e-01  1.530000e+03  1.315597e-03  9.504106e-04  9.999987e-01 
 7.120831e-01  -2.359225e-01  1.560000e+03  1.018393e-03  7.010389e-04  9.999992e-01 
 7.499715e-01  -2.100930e-01  1.590000e+03  1.433283e-03  8.614393e-04  9.999986e-01 
 8.011024e-01  -1.780118e-01  1.620000e+03  1.688056e-03  1.373262e-03  9.999976e-01 
 8.510680e-01  -1.480139e-01  1.650000e+03  1.597097e-03  8.496883e-04  9.999984e-01 
 8.964268e-01  -1.205467e-01  1.680000e+03  1.465435e-03  9.334110e-04  9.999985e-01 
 9.569669e-01  -8.494918e-02  1.710000e+03  2.120044e-03  1.479666e-03  9.999967e-01 
 1.023833e+00  -3.591577e-02  1.740000e+03  2.138388e-03  1.599034e-03  9.999964e-01 
 1.082280e+00  1.170350e-02  1.770000e+03  1.801631e-03  1.599569e-03  9.999971e-01 
 1.140876e+00  5.399358e-02  1.800000e+03  1.928169e-03  1.392439e-03  9.999972e-01 
 1.197644e+00  1.028518e-01  1.830000e+03  1.916334e-03  1.669919e-03  9.999968e-01 
 1.261652e+00  1.525980e-01  1.860000e+03  2.355792e-03  1.720732e-03  9.999957e-01 
 1.327416e+00  2.053921e-01  1.890000e+03  2.222674e-03  2.080094e-03  9.999954e-01 
 1.406337e+00  2.534973e-01  1.920000e+03  2.574264e-03  1.769035e-03  9.999951e-01 
 1.477092e+00  3.072219e-01  1.950000e+03  1.939485e-03  1.565437e-03  9.999969e-01 
 1.529643e+00  3.520848e-01  1.980000e+03  1.665434e-03  1.339568e-03  9.999977e-01 
 1.578934e+00  3.883086e-01  2.010000e+03  1.136218e-03  1.088171e-03  9.999988e-01 
 1.627352e+00  4.208230e-01  2.040000e+03  1.832543e-03  9.167791e-04  9.999979e-01 
 1.678561e+00  4.343222e-01  2.070000e+03  1.511413e-03  5.063974e-04  9.999987e-01 
 1.712111e+00  4.401264e-01  2.100000e+03  9.408495e-04  3.460126e-04  9.999995e-01 
 1.748502e+00  4.558036e-01  2.130000e+03  9.499180e-04  4.163943e-04  9.999995e-01 
 1.771848e+00  4.763833e-01  2.160000e+03  6.764417e-04  8.386782e-04  9.999994e-01 
 1.804043e+00  5.048888e-01  2.190000e+03  1.054926e-03  9.817423e-04  9.999990e-01 
 1.838421e+00  5.230717e-01  2.220000e+03  1.086728e-03  5.938684e-04  9.999992e-01 
 1.875351e+00  5.430613e-01  2.250000e+03  1.181121e-03  6.418575e-04  9.999991e-01 
 1.916846e+00  5.653124e-01  2.280000e+03  1.739061e-03  7.750621e-04  9.999982e-01 
 1.967746e+00  5.850135e-01  2.310000e+03  1.948602e-03  9.293343e-04  9.999977e-01 
 2.027017e+00  6.108196e-01  2.340000e+03  2.288634e-03  7.373207e-04  9.999971e-01 
 2.101328e+00  6.238786e-01  2.370000e+03  2.731876e-03  5.153792e-04  9.999961e-01 
 2.188891e+00  6.347372e-01  2.400000e+03  2.810825e-03  2.005628e-04  9.999960e-01 
 2.269553e+00  6.420077e-01  2.430000e+03  2.475350e-03  3.765456e-04  9.999969e-01 
 2.328398e+00  6.369410e-01  2.460000e+03  1.751963e-03  -4.782295e-04  9.999984e-01 
 2.374302e+00  6.265322e-01  2.490000e+03  1.251280e-03  -9.615115e-05  9.999992e-01 
 2.415583e+00  6.183424e-01  2.520000e+03  1.500876e-03  -5.336401e-04  9.999987e-01 
 2.437776e+00  5.954385e-01  2.550000e+03  2.728037e-04  -1.176019e-03  9.999993e-01 
 2.457906e+00  5.681680e-01  2.580000e+03  1.189753e-03  -7.879578e-04  9.999990e-01 
 2.506991e+00  5.624851e-01  2.610000e+03  1.659661e-03  5.541298e-04  9.999985e-01 
 2.550884e+00  5.791254e-01  2.640000e+03  1.173072e-03  2.173536e-04  9.999993e-01 
 2.580926e+00  5.883803e-01  2.670000e+03  8.969462e-04  4.737767e-04  9.999995e-01 
 2.607855e+00  6.014512e-01  2.700000e+03  1.049235e-03  -2.650648e-05  9.999994e-01 
 2.626609e+00  5.927690e-01  2.730000e+03  7.492963e-04  -1.342229e-04  9.999997e-01 
 2.643445e+00  5.851799e-01  2.760000e+03  5.600033e-04  -1.009995e-04  9.999998e-01 
 2.667798e+00  5.720174e-01  2.790000e+03  8.597365e-04  -7.955308e-04  9.999993e-01 
 2.704866e+00  5.692999e-01  2.820000e+03  1.318760e-03  1.771105e-04  9.999991e-01 
 2.737358e+00  5.887673e-01  2.850000e+03  3.816289e-04  7.082927e-04  9.999997e-01 
 2.743318e+00  6.096486e-01  2.880000e+03  -1.703624e-04  9.615953e-04  9.999995e-01 
 2.732962e+00  6.466501e-01  2.910000e+03  -3.891122e-04  1.723988e-03  9.999984e-01 
 2.727444e+00  7.066426e-01  2.940000e+03  -3.210794e-04  2.589196e-03  9.999966e-01 
 2.721524e+00  7.964370e-01  2.970000e+03  -1.032583e-04  3.190076e-03  9.999949e-01 
 2.710868e+00  8.749558e-01  3.000000e+03  -6.374288e-04  2.542181e-03  9.999966e-01 


-----------------------------------------------------------------
1 particle in the emulsion layer  14-03-2023

2.96379 2.60833
3.94712 2.625
4.91379 2.65833
5.89712 2.7
6.88046 2.75
7.87212 2.725
8.87212 2.79167
9.83046 2.79167
10.8388 2.79167
11.8221 2.83333
12.7888 2.875
13.7378 2.89316
14.7462 2.89316
15.7295 2.93483
16.7295 2.94316
17.6878 2.96816
18.6878 2.97649
19.6537 2.99316
20.6287 2.98483
21.6287 3.05983
22.5953 3.03483
23.5787 3.05983
24.5703 3.11816
25.562 3.13483
26.5287 3.14316
27.5203 3.17649
28.5287 3.19316
29.4787 3.21816
30.4703 3.24316
31.4622 3.29316
32.4455 3.29316
33.4372 3.27649
34.4039 3.30149
35.3872 3.32649
36.3622 3.33483
37.3372 3.38483
38.3289 3.39316
39.3039 3.39316
40.2955 3.40983
41.2789 3.43483
42.2486 3.43333
43.2486 3.45833
44.2319 3.5
45.1902 3.51667
46.1902 3.55
47.1569 3.56667
48.1319 3.59167
49.1402 3.61667
50.1069 3.65
51.1069 3.68333
52.0868 3.67649
53.0535 3.73483
54.0452 3.75149
55.0535 3.73483
56.0285 3.75149
56.9868 3.83483
57.9952 3.81816
58.9368 3.81816
59.9285 3.88483
60.9202 3.90149
61.9368 3.89316
62.8952 3.93483
63.8853 3.94316
64.8687 3.96816
65.8437 4.01816
66.7937 4.01816
67.8187 4.08483
68.7937 4.07649
69.7604 4.12649
70.7354 4.14316
71.7644 4.18483
72.7311 4.23483
73.6978 4.20983
74.6811 4.27649
75.6644 4.27649
76.6478 4.32649
77.6228 4.34316
77.6452 4.33483
78.6118 4.37649
79.5952 4.40983
80.5702 4.40983
81.5618 4.45983
82.5702 4.45983
83.5285 4.53483
84.5118 4.50983
85.4952 4.54316
86.493 4.55983
87.4513 4.59316
88.4263 4.61816
89.4097 4.65983
90.4097 4.69316
91.3847 4.70149
92.3763 4.70983
93.3597 4.77649
94.3419 4.87649
95.3252 4.89316
96.2919 4.93483
97.2669 4.95983
98.2752 4.95983
99.2585 5.00149
100.225 5.01816
101.225 5.05149
102.209 5.08483
103.159 5.10149
104.159 5.15149
105.163 5.15149
106.129 5.15149
107.121 5.21816
108.079 5.22649
109.066 5.25833
110.074 5.275
111.057 5.325
112.007 5.35833
113.011 5.39167
114.011 5.39167
114.952 5.4
115.952 5.46667









1 particle in the emulsion layer  07-03-2023

3.01466 2.65868
3.03016 2.68194
4.03791 2.67419
5.03791 2.72845
6.03791 2.75946
7.04567 2.79822
8.06117 2.77496
9.06117 2.86798
10.0612 2.85248
11.0612 2.87574
12.0767 2.90674
13.0677 2.96415
14.0755 2.98741
15.0987 2.9409
16.1142 2.99516
17.1065 3.01842
18.1142 3.01842
19.1065 3.04167
20.122 3.08819
21.1375 3.07268
22.1298 3.12695
23.1375 3.11144
24.1298 3.1502
25.1342 3.18342
26.1419 3.17567
27.1419 3.22994
28.1574 3.23769
29.1419 3.2687
30.1729 3.2997
31.1807 3.32296
32.1729 3.35397
33.1729 3.36172
34.1884 3.37722
35.1962 3.39273
36.2039 3.41598
37.1949 3.40555
38.2104 3.43656
39.2337 3.49082
40.2027 3.48307
41.2337 3.48307
42.2414 3.51408
43.2414 3.53733
44.2337 3.54508
45.257 3.56059
46.257 3.59935
47.2802 3.6071
48.2725 3.65361
49.2589 3.65813
50.2899 3.68138
51.2899 3.70464
52.2822 3.7589
53.2977 3.76666
54.3132 3.78991
55.3054 3.83642
56.3132 3.84417
57.3364 3.84417
58.3132 3.89069
59.3132 3.90619
60.3442 3.94495
61.3297 3.94664
62.5075 4.09139
63.3292 3.97511
64.3602 4.02162
65.3602 4.02938
66.3602 4.06814
67.3679 4.11465
68.3834 4.1224
69.3679 4.13015
70.3757 4.19217
71.3834 4.23093
72.4144 4.24643
73.3989 4.26969
74.4101 4.30177
75.4116 4.30845
76.4194 4.3317
77.4194 4.37046
78.4039 4.40922
79.4349 4.44023
80.4426 4.45573
81.4504 4.51
82.4581 4.51
83.4581 4.51775
84.4504 4.541
85.4736 4.61077
86.4736 4.60302
87.4737 4.64178
88.4815 4.66504
89.4737 4.68054
90.497 4.72705
91.5203 4.76581
92.5125 4.76581
93.5203 4.80457
94.5125 4.82007
95.5125 4.85883
96.5125 4.97511
97.5203 5.01387
98.5203 5.02162
99.5455 5.05263
100.553 5.09914
101.545 5.1069
102.576 5.11465
103.6 5.16116
104.592 5.21542
105.584 5.20767
106.584 5.25418
107.584 5.24643
108.615 5.28519
109.592 5.30845
110.615 5.36271
111.608 5.37046
112.616 5.38597
113.616 5.41697
114.616 5.44798
115.624 5.47899
116.632 5.51
117.639 5.53325
118.655 5.56426


-------------------------------------------------------


1 particle in the emulsion layer 

data example 2

 x    y

3.01 2.66
4.02 2.67
5.01 2.72
6.01 2.75
7.01 2.79
8.01 2.76
9.01 2.84
10.01 2.82
11.01 2.86
12.01 2.89
13.01 2.92
14.01 2.96
15.01 2.95
16.01 2.98
17.01 2.99
18.01 3.01
19.01 3.04
20.01 3.06
21.01 3.04
22 3.13
23.01 3.1
24.01 3.13
25.01 3.17
26.01 3.18
27.01 3.2
28.01 3.23
29.01 3.25
30.01 3.27
31.01 3.31
32.02 3.34
33.01 3.33
34.01 3.35
35.01 3.36
36.01 3.39
37.02 3.4
38.01 3.43
39.02 3.45
40.01 3.46
41 3.47
42.01 3.51
43 3.51
44.01 3.52
45.01 3.55
46.02 3.59
47.01 3.6
48.01 3.63
49.01 3.65
50.01 3.67
51.02 3.7
52.01 3.74
53.01 3.75
54.01 3.79
55.01 3.79
56.0088 3.82365
57.0076 3.82365
58.0178 3.8577
59.0166 3.8804
60.0154 3.91445
61.0142 3.9485
62.013 3.9712
63.0119 3.9712
64.022 3.98255
65.0208 4.0166
66.0075 4.04065
67.0176 4.0747
68.0051 4.0974
69.0153 4.1428
70.0141 4.1655
71.0242 4.21091
72.023 4.22226
73.0105 4.24496
74.0093 4.27901
75.0195 4.30171
76.0175 4.31306
77.0163 4.33576
78.0037 4.38116
79.0025 4.38116
80.0241 4.42656
81.0229 4.47196
82.0103 4.49466
83.0432 4.48331
84.008 4.52871
85.0068 4.57411
86.0102 4.57411
87.009 4.60816
88.0191 4.65356
89.018 4.65356
90.0054 4.68761
91.0156 4.73301
92.0144 4.74436
93.0132 4.77841
94.012 4.81246
95.0222 4.84651
96.0061 4.94866
97.0163 4.97136
98.0151 5.00542
99.0139 5.01677
100.013 5.03947
101.023 5.07352
102.01 5.09622
103.021 5.14162
104.019 5.18702
105.007 5.18702
106.017 5.23107
107.016 5.24242
108.026 5.25377
109.025 5.28917
110.024 5.33457
111.023 5.34592
112.022 5.36862
113.021 5.41402
114.019 5.42537
115.018 5.45942
116.025 5.46942
117.012 5.51482
118.011 5.52617





-----------------------------------------------------------------
Particles in the emulsion bricks

16-03-2023

TkSeg_1811

       SX	      SY  
  -0.05557	  0.11487 
  -0.05557	  0.11487 
  -0.07645	  0.13315 
  -0.05860	  0.12170 
  -0.06072	  0.12552 
  -0.05742	  0.12449 
  -0.05924	  0.12439 
  -0.05663	  0.11980 
  -0.04566	  0.11324 
  -0.05943	  0.12123 
  -0.05561	  0.12510 
  -0.05703	  0.12594 
  -0.05582	  0.12562 
  -0.05388	  0.11492 
  -0.05160	  0.12329 
  -0.04865	  0.12778 
  -0.05393	  0.12423 
  -0.05538	  0.12634 
  -0.05716	  0.13496 
  -0.05318	  0.12748 
  -0.05657	  0.13684 
  -0.04898	  0.12297 
  -0.05150	  0.12254 
  -0.05165	  0.11884 
  -0.05404	  0.11813 
  -0.05507	  0.12389 
  -0.05052	  0.11855 
  -0.05515	  0.11705 
  -0.04638	  0.11752 
  -0.05185	  0.12795 
  -0.05478	  0.11793 
  -0.05301	  0.11690 
  -0.05230	  0.12118 
  -0.05465	  0.12781 
  -0.05496	  0.12528 
  -0.05217	  0.12234 
  -0.05451	  0.13744 
  -0.05389	  0.12420 
  -0.04370	  0.14918 


TkSeg_794

     SX 	     SY
  -0.06698	  0.13073
  -0.06698	  0.13073
  -0.07362	  0.10353
  -0.06592	  0.13997
  -0.06476	  0.14021
  -0.06573	  0.13878
  -0.06264	  0.14112
  -0.06465	  0.14370
  -0.06682	  0.14219
  -0.06229	  0.13995
  -0.06534	  0.14171
  -0.06223	  0.14031
  -0.08251	  0.17141
  -0.06081	  0.13878
  -0.04990	  0.13813
  -0.05321	  0.13275
  -0.05885	  0.13648
  -0.06168	  0.13858
  -0.06125	  0.14969
  -0.05309	  0.13610
  -0.05351	  0.13706
  -0.05126	  0.13877
  -0.05333	  0.14674
  -0.05451	  0.13744
  -0.05389	  0.12420
  -0.04370	  0.14918


Track - 16-03-2023

  TrackID    SX	   SY
0	0.14839	-0.07447
1	0.16137	-0.06777
2	0.17077	-0.06508
3	0.16864	-0.07024
4	0.16310	-0.05969
5	0.17235	-0.07380
6	0.16216	-0.07682
7	0.16481	-0.06962
8	0.16663	-0.07840
9	0.15825	-0.06786
10	0.16075	-0.06687
11	0.15968	-0.07112
12	0.17032	-0.07583
13	0.16525	-0.06283
14	0.16059	-0.06847
15	0.17153	-0.06905
16	0.16097	-0.06875
17	0.16417	-0.06701
18	0.15522	-0.06540
19	0.15862	-0.06840
20	0.15934	-0.07285
21	0.16023	-0.07686
22	0.15928	-0.07518
23	0.14994	-0.07408
24	0.14346	-0.07515
25	0.14803	-0.07554
26	0.13864	-0.06919
27	0.14678	-0.07723
28	0.14072	-0.07481
29	0.15065	-0.06968
30	0.14243	-0.06684
31	0.14057	-0.07050
32	0.14453	-0.07721
33	0.13847	-0.07688
34	0.13943	-0.07985
35	0.14110	-0.07609
36	0.13950	-0.07830
37	0.13658	-0.07512


  -----------------------------


   Other Track -  16-03-2023
  

    SX         	 SY	
 -0.09173	 0.11556
 -0.07600	 0.11276
 -0.07494	 0.11250
 -0.07229	 0.11338
 -0.07467	 0.11361
 -0.07525	 0.11143
 -0.07405	 0.10989
 -0.07541	 0.11213
 -0.07702	 0.11213
 -0.07715	 0.11256
 -0.07942	 0.10085
 -0.07470	 0.11188
 -0.07473	 0.11182
 -0.07064	 0.11357
 -0.07553	 0.11593
 -0.07386	 0.11017
 -0.06504	 0.11384
 -0.07545	 0.11616
 -0.07514	 0.12234
 -0.07356	 0.09129
 -0.07409	 0.11071
 -0.07302	 0.10803
 -0.07295	 0.11099
 -0.06619	 0.10570
 -0.07111	 0.09518
 -0.07402	 0.11161
 -0.07336	 0.11304
 -0.07045	 0.11031
 -0.07238	 0.10824
 -0.07561	 0.11533
 -0.07187	 0.10867
 -0.07116	 0.10894


-------------------------------

    SX	          SY
-0.09173	0.11556
-0.07600	0.11276
-0.07494	0.11250
-0.07229	0.11338
-0.07467	0.11361
-0.07525	0.11143
-0.07405	0.10989
-0.07541	0.11213
-0.07702	0.11213
-0.07715	0.11256
-0.07942	0.10085
-0.07470	0.11188
-0.07473	0.11182
-0.07064	0.11357
-0.07553	0.11593
-0.07386	0.11017
-0.06504	0.11384
-0.07545	0.11616
-0.07514	0.12234
-0.07356	0.09129
-0.07409	0.11071
-0.07302	0.10803
-0.07295	0.11099
-0.07106	0.10957
-0.06243	0.10643
-0.07227	0.11405
-0.07238	0.10824
-0.07561	0.11533
-0.07187	0.10867
-0.07116	0.10894

-------------------------------
     SX      SY        
    0.05185 -0.00286
    0.06295  0.01043	    
    0.06880  0.00661	    
    0.07380  0.00745	    
    0.06605  0.00220	    
    0.06793  0.00378	    
    0.06094  0.00386	    
    0.05687  0.00748	    
    0.06078 0.00079   
    0.06104 0.00351   
    0.05859 0.00416   
    0.05440 0.00580   
    0.06403 0.00519   
    0.06421 -0.00271  
    0.06601 0.00745   
    0.04891 0.01957   
    0.06807 0.01010   
    0.06893 0.01190   
    0.06689 0.01204   
    0.06242 0.01350 
    0.06350 0.00871   
    0.06598 -0.00133  
    0.07066 -0.01044  
    0.07315 0.00046   
    0.07406 0.00281   
    0.06631 0.00048   
    0.06206 -0.00539  
    0.06358 -0.01834  
    0.06380 -0.00272  
    0.06142 -0.00274  
    0.05540 -0.00841  
    0.05765 -0.00979  
    0.05373 -0.01515  
    0.05568 -0.01038  
    0.05917 -0.02826  
    0.04787 -0.01351  
    0.04348 -0.00907  
    0.04520 -0.01302  
    0.04127 -0.01258  
    0.03750 -0.00463  
    0.03900 -0.01278  
    0.04050 -0.00353  
    0.04060 -0.00244  
    0.04184 -0.01019  
    0.04697 -0.01297  
    0.04655 -0.00709  
    0.05126 -0.00975  
    0.05465 -0.01462  
    0.05318 -0.01302  
    0.05985 -0.00544  
    0.04738 -0.02364  
    0.05023 -0.01407  
    0.04739 -0.01066  






  -----------------------------
star1

centr  122631.6  96156.2   264.8
1) 122597.8   96154.8  271.1
2) 122648.9  96171.6  289.6
3) 122613.3  96177.6  280.8
4) 122643.3  96176.6  282.8


star2

centr  114515.1	  92020.7   245.3
1) 114492.1	92011.1    238.7
2) 114508.5	92010.2    240.0
3) 114532.2	92000.2    270.6
4) 114561.6	92032.6    273.1



star3

centr  102978.9 	81023.3		257.3 
1)	102972.6	81048.1		257.0
2)	102950.4	81067.9		263.3
3)	102974.1	81023.6		276.9
4) 	102947.6 	81017.7		267.8
5) 	102974.3 	81026.4 	263.5




star4

centr   99686.2		81770.5		250.2
1)	99653.0 	81781.6 	236.6
2) 	99694.3 	81795.0	 	259.1
3)	99706.5 	81770.8 	267.3
4) 	99701.0 	81745.1 	262.1
5) 	99687.5 	81744.4 	260.9
6) 	99682.1 	81771.7 	246.0


star5

centr 96331.6 85012.1 250.6
1) 96301.1 85008.1 249.1
2) 96336.7 84998.6 249.1
3) 96362.3 85056.7 249.1
4) 96317.3 84998.7 268.1
5) 96349.5 85013.7 268.1


star6
centr 91627.5 84886.0 497.7
1) 91608.4 84912.3 494.1
2) 91613.2 84908.6 502.1
3) 91628.5 84908.7 482.4
4) 91633.2 84900.0 515.5
5) 91646.4 84879.3 511.3


star7 

centr 92654.2 84275.7 508.8
1) 92647.2 84276.0 502.7
2) 92632.5 84292.3 509.5
3) 92655.6 84281.6 513.4
4) 92665.0 84273.0 504.3
5) 92664.5 84265.5 518.1



star8

centr 91932.7 88878.4 509.9
1) 91911.1 88855.3 509.1
2) 91900.9 88871.8 509.1
3) 91929.8 88903.0 509.1
4) 91961.5 88860.5 509.1
5) 91940.5 88872.0 519.9


star9

center 108595.3   89575.8   523.3
1) 108568.0  89563.7    524.2
2) 108591.0  89565.4  532.2
3) 108570.4	89579.6		532.0
4) 108574.5	89601.3		505.7
5) 108596.3	89585.4		531.5

star10


centr   -26729.7 -24407.2  27.1
1) -26745.9   -24396.1  12.8
2) -26761.0  -24424.2  4.9
3) -26709.9  -24416.2  23.9 

star11

centr  -6441.3  -9225.0  -1.7
1) -6461.0  -9240.4  -5.6
2) -6462.5 -9238.2 -12.2
3) -6472.8 -9225.0 -0.7
4) -6425.9 -9192.8 2.8


star12

centr  -24495.7 -14358.3 -0.7
1) -24463.2 -14342.8 5.1
2) -24506.3 -14344.1 5.1
3) -24491.2 -14354.5 5.3
4) -24510.9 -14368.6 -11.7
5) -24515.0 -14383.6 -5.3

star13

centr  -18988.2 -10929.3 2.5
1) -18976.6 -10932.9 2.1
2) -18952.2 -10889.0 2.0
3) -18985.2 -10903.9 4.8
4) -19001.9 -10924.5 -18.1
5) -19020.2 -10927.8 -8.6

star14

centr  -22181.6 -13667.1 0.3
1) -22140.9 -13633.0 -14.9
2) -22175.2 -13639.6 -12.9
3) -22156.2 -13676.2 -0.7
4) -22195.2 -13685.9 6.9
5) -22209.9 -13687.6 -2.2

star15

centr 14498.9 12541.8 269.4
1) 14463.5 12541.0 270.9 
2) 14513.8 12561.1 265.3
3) 14529.8 12533.8 270.8
4) 14484.4 12531.7 261.8

star16

centr 12133.4 18312.3 234.4
1) 12107.1 18311.0 234.4
2) 12117.6 18298.4 223.8
3) 12115.9 18322.5 223.8
4) 12120.6 18323.0 244.3
5) 12125.8 18336.7 248.3

star17

centr 6515.9   -3178.1   245.4
1) 6514.8  -3178.5  248.7
2) 6514.0  -3177.7  249.1
3) 6516.5  -3175.9  244.7
4) 6517.5   -3177.3  249.1
5) 6516.7   -3180.6  238.4
6) 6515.7   -3177.9   -3177.9
7) 6516.3  -3178.2   249.8

star18

center 6192.1 -3180.1  237.3
1) 6188.9  -3182.4  231.0
2) 6191.1 -3178.9 250.4
3) 6192.3  -3178.1 222.0
4) 6192.4  -3180.2 235.9
5) 6191.8  -3180.1 240.6

star19

centr 2564.7 1210.6  -32.9
1) 2561.5 1209.8 -35.2
2) 2563.7 1210.8 -37.9
3) 2562.5 1211.9 -21.9 
4) 2562.3 1212.9 -33.9
5) 2567.5 1209.9 -25.9

star20

centr 2757.8 735.3 -15.2
1) 2758.0 735.1 -12.8
2) 2758.6 731.8 -36.9
3) 2757.6 732.6 -19.9
4) 2757.2 732.1 -23.1
5) 2754.7 733.9 -16.8


star21

centr 92689.4 78184.4 220.9
1) 92700.2 78169.4 237.7 
2) 92705.7 78157.7 239.0
3) 92695.4 78200.6 215.2
4) 92690.6 78195.6 215.8
5) 92686.3 78187.8 220.1
6) 92690.9 78179.6 251.4

star22

centr 95703.8 78435.3 218.6
1) 95697.7 78408.6 221.5
2) 95682.5 78454.0 221.4
3) 95709.2 78461.4 221.9
4) 95704.6 78441.8 235.8

star23

centr 92717.6 80786.2 226.7
1) 92732.5 80781.2 232.1
2) 92732.2 80771.3 252.2
3) 92738.5 80770.5 224.6
4) 92710.4 80785.8 224.6
5) 92721.2 80791.0 220.7
6) 92717.4 80784.4 232.4

star24

centr 13606.0 -3472.2 -34.3
1) 13624.2 -3462.0 -38.7
2) 13619.9 -3450.8 -26.3
3) 13603.5 -3483.4 -12.4
4) 13585.2 -3464.8 -22.3
5) 13589.6 -3449.5 -38.2

star25

----------------------------------

alpha-particles



point1  92696.5     77038.6      521.7
point2  92704.8     77051.4      530.5



point1  96349.5     85013.7      268.1
point2  96460.3     84982.0      241.4



point1  82062.2     86690.1      519.1
point2  82063.4     86678.9      509.8



point1  85738.3	    67582.1      249.7
point2  85726.7    67592.0       238.7


point1  114668.3	92136.5		245.9
point2  114667.3	92117.4		255.0



point1  114314.3      91823.0   247.9
point2  114314.5      91841.3   257.9


point1  99672.6 	81734.5 	520.3
point2  99679.5 	81728.1 	523.0


point1  99577.7		81616.8		513.5
point2  99562.5		81617.1		527.4


point1 6153.9	-2700.4	217.7
point2 6152.1	-2701.5	223.4


point1 6165.9	-2612.5	222.9
point2 6164.9	-2614.7	214.5


point1 86948.9  75077.6  224.6
point2 86940.0  75067.0  216.4


point1 86912.6 74979.4 220.3
point2 86921.9 74988.2 216.4
