314  318   23.03.2023

Muons 0-5 in the iron absorber.


     x               y             z         cos(teta_x)   cos(teta_y)   cos(teta_z)

0
 7.379538e+00  2.983432e+00  2.100000e+03  4.283842e-03  2.895809e-03  9.999866e-01
 7.498788e+00  3.071282e+00  2.130000e+03  3.901686e-03  3.092615e-03  9.999876e-01
 7.607997e+00  3.160610e+00  2.160000e+03  3.505626e-03  2.729153e-03  9.999901e-01
 7.726759e+00  3.250192e+00  2.190000e+03  4.196744e-03  3.148026e-03  9.999862e-01
 7.857259e+00  3.344424e+00  2.220000e+03  4.417991e-03  3.100132e-03  9.999854e-01
 7.990113e+00  3.428009e+00  2.250000e+03  4.211143e-03  2.577812e-03  9.999878e-01
 8.114233e+00  3.493748e+00  2.280000e+03  4.092330e-03  1.799692e-03  9.999900e-01
 8.230594e+00  3.545439e+00  2.310000e+03  3.684254e-03  1.537286e-03  9.999920e-01
 8.344273e+00  3.599838e+00  2.340000e+03  3.846829e-03  1.949952e-03  9.999907e-01
 8.475177e+00  3.655598e+00  2.370000e+03  4.723993e-03  1.551900e-03  9.999876e-01
 8.609944e+00  3.696488e+00  2.400000e+03  4.389201e-03  1.371583e-03  9.999894e-01
 8.740390e+00  3.743053e+00  2.430000e+03  4.274167e-03  1.637380e-03  9.999895e-01
 8.858007e+00  3.798213e+00  2.460000e+03  3.521865e-03  1.816339e-03  9.999921e-01
 8.956329e+00  3.855237e+00  2.490000e+03  2.841836e-03  2.030771e-03  9.999939e-01
 9.048579e+00  3.914514e+00  2.520000e+03  3.277986e-03  1.531652e-03  9.999935e-01
 9.150299e+00  3.973805e+00  2.550000e+03  3.008110e-03  1.945699e-03  9.999936e-01
 9.239963e+00  4.047136e+00  2.580000e+03  2.819403e-03  2.646444e-03  9.999925e-01
 9.324491e+00  4.129982e+00  2.610000e+03  3.152816e-03  2.964421e-03  9.999906e-01
 9.417723e+00  4.221299e+00  2.640000e+03  3.316203e-03  3.010774e-03  9.999900e-01
 9.520246e+00  4.325976e+00  2.670000e+03  3.493588e-03  3.476019e-03  9.999879e-01
 9.616518e+00  4.433000e+00  2.700000e+03  3.392216e-03  3.717255e-03  9.999873e-01
 9.729890e+00  4.555582e+00  2.730000e+03  3.730894e-03  4.414140e-03  9.999833e-01
 9.846523e+00  4.693859e+00  2.760000e+03  4.036931e-03  4.872441e-03  9.999800e-01
 9.974709e+00  4.845513e+00  2.790000e+03  4.109367e-03  5.441095e-03  9.999768e-01
 1.010304e+01  5.014482e+00  2.820000e+03  4.211238e-03  5.999486e-03  9.999731e-01
 1.023208e+01  5.195742e+00  2.850000e+03  4.362616e-03  5.957750e-03  9.999727e-01
 1.036702e+01  5.389659e+00  2.880000e+03  4.679140e-03  6.579560e-03  9.999674e-01
 1.049678e+01  5.586053e+00  2.910000e+03  4.040979e-03  6.884134e-03  9.999681e-01
 1.061272e+01  5.800263e+00  2.940000e+03  3.927803e-03  7.405427e-03  9.999649e-01
 1.072598e+01  6.021735e+00  2.970000e+03  3.659788e-03  7.642667e-03  9.999641e-01
 1.084054e+01  6.253269e+00  3.000000e+03  3.592190e-03  7.690543e-03  9.999640e-01

3
 4.068271e-02  -4.686871e-02  3.000000e+01  4.346208e-04  8.985601e-05  9.999999e-01
 5.981581e-02  -4.158772e-02  6.000000e+01  7.846503e-04  1.456182e-04  9.999997e-01
 9.153348e-02  -2.925205e-02  9.000000e+01  1.276548e-03  3.709758e-04  9.999991e-01
 1.372125e-01  -1.814377e-02  1.200000e+02  1.486597e-03  5.036387e-04  9.999988e-01
 1.790768e-01  -6.091042e-03  1.500000e+02  1.542745e-03  3.834228e-04  9.999987e-01
 2.297212e-01  9.707758e-03  1.800000e+02  2.070463e-03  5.526292e-04  9.999977e-01 
 2.878804e-01  2.133644e-02  2.100000e+02  1.804840e-03  4.947888e-04  9.999982e-01 
 3.436037e-01  3.648289e-02  2.400000e+02  1.859154e-03  4.400933e-04  9.999982e-01 
 3.969067e-01  5.467707e-02  2.700000e+02  1.711681e-03  6.784620e-04  9.999983e-01 
 4.502305e-01  7.385559e-02  3.000000e+02  1.714320e-03  6.448354e-04  9.999983e-01 
 4.979952e-01  9.467170e-02  3.300000e+02  1.411686e-03  5.039735e-04  9.999989e-01 
 5.455712e-01  1.081681e-01  3.600000e+02  1.831061e-03  4.081869e-04  9.999982e-01 
 6.000286e-01  1.175040e-01  3.900000e+02  1.795116e-03  5.899424e-04  9.999982e-01 
 6.562047e-01  1.369746e-01  4.200000e+02  1.933990e-03  6.192829e-04  9.999979e-01 
 7.091752e-01  1.624077e-01  4.500000e+02  1.586181e-03  1.052892e-03  9.999982e-01 
 7.618705e-01  1.886308e-01  4.800000e+02  1.883366e-03  1.030476e-03  9.999977e-01 
 8.233374e-01  2.201487e-01  5.100000e+02  2.015390e-03  1.040244e-03  9.999974e-01 
 8.845613e-01  2.461390e-01  5.400000e+02  2.287834e-03  8.540249e-04  9.999970e-01 
 9.489924e-01  2.850758e-01  5.700000e+02  1.931330e-03  1.348682e-03  9.999972e-01 
 9.958007e-01  3.231969e-01  6.000000e+02  1.499292e-03  1.464727e-03  9.999978e-01 
 1.038514e+00  3.681260e-01  6.300000e+02  1.466369e-03  1.453486e-03  9.999979e-01 
 1.081144e+00  4.169981e-01  6.600000e+02  1.542189e-03  1.648195e-03  9.999975e-01 
 1.128433e+00  4.713650e-01  6.900000e+02  1.556870e-03  1.958983e-03  9.999969e-01 
 1.177372e+00  5.224168e-01  7.200000e+02  1.626638e-03  1.702987e-03  9.999972e-01 
 1.230420e+00  5.654789e-01  7.500000e+02  1.954470e-03  1.066357e-03  9.999975e-01 
 1.289520e+00  5.903010e-01  7.800000e+02  1.796019e-03  6.043595e-04  9.999982e-01 
 1.344664e+00  6.118902e-01  8.100000e+02  2.005573e-03  1.009685e-03  9.999975e-01 
 1.406287e+00  6.455472e-01  8.400000e+02  2.278032e-03  1.293452e-03  9.999966e-01 
 1.465029e+00  6.903567e-01  8.700000e+02  1.749517e-03  1.630960e-03  9.999971e-01 
 1.510917e+00  7.448143e-01  9.000000e+02  1.518613e-03  1.960933e-03  9.999969e-01 
 1.556256e+00  8.137485e-01  9.300000e+02  1.490877e-03  2.424535e-03  9.999959e-01 
 1.610457e+00  8.897220e-01  9.600000e+02  2.090546e-03  2.796814e-03  9.999939e-01 
 1.671795e+00  9.784476e-01  9.900000e+02  2.062056e-03  3.030478e-03  9.999933e-01 
 1.737911e+00  1.071455e+00  1.020000e+03  2.054791e-03  3.200320e-03  9.999928e-01 
 1.802346e+00  1.166073e+00  1.050000e+03  2.211285e-03  2.854025e-03  9.999935e-01 
 1.872132e+00  1.258777e+00  1.080000e+03  2.330806e-03  2.919234e-03  9.999930e-01 
 1.939557e+00  1.347736e+00  1.110000e+03  2.228738e-03  2.992672e-03  9.999930e-01 
 2.005507e+00  1.437832e+00  1.140000e+03  2.183261e-03  2.942419e-03  9.999933e-01 
 2.072816e+00  1.513984e+00  1.170000e+03  2.266812e-03  2.122835e-03  9.999952e-01 
 2.142190e+00  1.572327e+00  1.200000e+03  2.480185e-03  1.939818e-03  9.999950e-01 
 2.215299e+00  1.632991e+00  1.230000e+03  2.239993e-03  2.381275e-03  9.999947e-01 
 2.280949e+00  1.708511e+00  1.260000e+03  2.149226e-03  2.757492e-03  9.999939e-01 
 2.341907e+00  1.786755e+00  1.290000e+03  2.033579e-03  2.487115e-03  9.999948e-01 
 2.399430e+00  1.862612e+00  1.320000e+03  2.021944e-03  2.581607e-03  9.999946e-01 
 2.459442e+00  1.939576e+00  1.350000e+03  2.138513e-03  2.475456e-03  9.999946e-01 
 2.519085e+00  2.011478e+00  1.380000e+03  2.071205e-03  2.705852e-03  9.999942e-01 
 2.576867e+00  2.098659e+00  1.410000e+03  2.007088e-03  3.155122e-03  9.999930e-01 
 2.631347e+00  2.188740e+00  1.440000e+03  1.773052e-03  3.212635e-03  9.999933e-01 
 2.686381e+00  2.285960e+00  1.470000e+03  2.066846e-03  3.424435e-03  9.999920e-01 
 2.751538e+00  2.396338e+00  1.500000e+03  2.218443e-03  3.945193e-03  9.999898e-01 
 2.831441e+00  2.513371e+00  1.530000e+03  3.002520e-03  4.106991e-03  9.999871e-01 
 2.921420e+00  2.640835e+00  1.560000e+03  2.909648e-03  4.427513e-03  9.999860e-01 
 3.017707e+00  2.769383e+00  1.590000e+03  3.700824e-03  4.251347e-03  9.999841e-01 
 3.133350e+00  2.898081e+00  1.620000e+03  3.775686e-03  4.298470e-03  9.999836e-01 
 3.251744e+00  3.024831e+00  1.650000e+03  4.040511e-03  4.310243e-03  9.999825e-01 
 3.372377e+00  3.158807e+00  1.680000e+03  4.180539e-03  4.544966e-03  9.999809e-01 
 3.489995e+00  3.290650e+00  1.710000e+03  3.970257e-03  4.304781e-03  9.999829e-01 
 3.610810e+00  3.430849e+00  1.740000e+03  3.855949e-03  4.832966e-03  9.999809e-01 
 3.724143e+00  3.571272e+00  1.770000e+03  3.704448e-03  4.540380e-03  9.999828e-01 
 3.832663e+00  3.703255e+00  1.800000e+03  3.684809e-03  4.211000e-03  9.999843e-01 
 3.953341e+00  3.829769e+00  1.830000e+03  4.184424e-03  4.264960e-03  9.999822e-01 
 4.073451e+00  3.953789e+00  1.860000e+03  3.983381e-03  4.231690e-03  9.999831e-01 
 4.190928e+00  4.078250e+00  1.890000e+03  3.864965e-03  4.288062e-03  9.999833e-01 
 4.295787e+00  4.209521e+00  1.920000e+03  2.960452e-03  4.421998e-03  9.999858e-01 
 4.388050e+00  4.336748e+00  1.950000e+03  2.821171e-03  3.924558e-03  9.999883e-01 
 4.484291e+00  4.458615e+00  1.980000e+03  3.187604e-03  3.973946e-03  9.999870e-01 
 4.573838e+00  4.572370e+00  2.010000e+03  2.752866e-03  3.759901e-03  9.999891e-01 
 4.650677e+00  4.674917e+00  2.040000e+03  2.143547e-03  3.397070e-03  9.999919e-01 
 4.714709e+00  4.774787e+00  2.070000e+03  1.849461e-03  2.924591e-03  9.999940e-01 
 4.768092e+00  4.860110e+00  2.100000e+03  1.812715e-03  2.727845e-03  9.999946e-01 
 4.824416e+00  4.936819e+00  2.130000e+03  1.865484e-03  2.160498e-03  9.999959e-01 
 4.889094e+00  4.996277e+00  2.160000e+03  2.277811e-03  1.940008e-03  9.999955e-01 
 4.963984e+00  5.041221e+00  2.190000e+03  2.712230e-03  1.255016e-03  9.999955e-01 
 5.058757e+00  5.079385e+00  2.220000e+03  3.321849e-03  1.429181e-03  9.999935e-01 
 5.156948e+00  5.133720e+00  2.250000e+03  3.012749e-03  1.903798e-03  9.999936e-01 
 5.244466e+00  5.178996e+00  2.280000e+03  2.891783e-03  1.335294e-03  9.999949e-01 
 5.320223e+00  5.215146e+00  2.310000e+03  2.475461e-03  9.391552e-04  9.999965e-01 
 5.389311e+00  5.255473e+00  2.340000e+03  2.303988e-03  1.474867e-03  9.999963e-01 
 5.454327e+00  5.307613e+00  2.370000e+03  2.170345e-03  1.712342e-03  9.999962e-01 
 5.518358e+00  5.364045e+00  2.400000e+03  2.022446e-03  1.936117e-03  9.999961e-01 
 5.579326e+00  5.426180e+00  2.430000e+03  2.222325e-03  1.980822e-03  9.999956e-01 
 5.639761e+00  5.481966e+00  2.460000e+03  1.510844e-03  1.810587e-03  9.999972e-01 
 5.691885e+00  5.547966e+00  2.490000e+03  1.862934e-03  2.297819e-03  9.999956e-01 
 5.735167e+00  5.612997e+00  2.520000e+03  1.021152e-03  1.654858e-03  9.999981e-01 
 5.767832e+00  5.659968e+00  2.550000e+03  9.567849e-04  1.461988e-03  9.999985e-01 
 5.801027e+00  5.702521e+00  2.580000e+03  1.163505e-03  1.184540e-03  9.999986e-01 
 5.824419e+00  5.744530e+00  2.610000e+03  5.802436e-04  1.574337e-03  9.999986e-01 
 5.841901e+00  5.777851e+00  2.640000e+03  5.071814e-04  8.563290e-04  9.999995e-01 
 5.864700e+00  5.814945e+00  2.670000e+03  1.158004e-03  1.310543e-03  9.999985e-01 
 5.904654e+00  5.845128e+00  2.700000e+03  1.495521e-03  6.738813e-04  9.999987e-01 
 5.958354e+00  5.868726e+00  2.730000e+03  1.696261e-03  1.173416e-03  9.999979e-01 
 6.012679e+00  5.897958e+00  2.760000e+03  2.274065e-03  7.883735e-04  9.999971e-01 
 6.078077e+00  5.929409e+00  2.790000e+03  2.365958e-03  1.223356e-03  9.999965e-01 
 6.162832e+00  5.964896e+00  2.820000e+03  3.271033e-03  8.362586e-04  9.999943e-01 
 6.256197e+00  5.981337e+00  2.850000e+03  2.701530e-03  4.400870e-04  9.999963e-01 
 6.341814e+00  5.994215e+00  2.880000e+03  3.043730e-03  3.742315e-04  9.999953e-01 
 6.432156e+00  6.001937e+00  2.910000e+03  3.114904e-03  4.335475e-04  9.999951e-01 
 6.529705e+00  6.004554e+00  2.940000e+03  3.246614e-03  1.547300e-04  9.999947e-01 
 6.631812e+00  6.020353e+00  2.970000e+03  3.415576e-03  7.350030e-04  9.999939e-01 
 6.727070e+00  6.042088e+00  3.000000e+03  2.956143e-03  9.457950e-05  9.999956e-01 

4
 2.012714e-02  -7.283264e-02  3.000000e+01  -5.399860e-05  -2.225461e-04  1.000000e+00
 2.669811e-02  -8.367363e-02  6.000000e+01  3.558437e-04  -3.186077e-04  9.999999e-01 
 3.521681e-02  -9.536549e-02  9.000000e+01  3.823420e-04  -5.508941e-04  9.999998e-01 
 5.069282e-02  -1.150594e-01  1.200000e+02  4.942036e-04  -9.538846e-04  9.999994e-01 
 6.610403e-02  -1.475307e-01  1.500000e+02  4.080376e-04  -8.890439e-04  9.999995e-01 
 7.773568e-02  -1.819176e-01  1.800000e+02  2.885091e-04  -1.257479e-03  9.999992e-01 
 8.875212e-02  -2.177806e-01  2.100000e+02  6.670423e-04  -1.117505e-03  9.999992e-01 
 1.047203e-01  -2.497890e-01  2.400000e+02  3.847025e-04  -1.120536e-03  9.999993e-01 
 1.152497e-01  -2.729323e-01  2.700000e+02  5.386983e-04  -6.099688e-04  9.999997e-01 
 1.370934e-01  -2.931709e-01  3.000000e+02  8.526477e-04  -6.184948e-04  9.999994e-01 
 1.624732e-01  -3.149099e-01  3.300000e+02  8.698713e-04  -8.797753e-04  9.999992e-01 
 1.841181e-01  -3.466989e-01  3.600000e+02  5.687988e-04  -1.333782e-03  9.999989e-01 
 2.065581e-01  -3.863037e-01  3.900000e+02  1.031875e-03  -1.258042e-03  9.999987e-01 
 2.305085e-01  -4.237925e-01  4.200000e+02  7.980866e-04  -1.083481e-03  9.999991e-01 
 2.465164e-01  -4.627310e-01  4.500000e+02  4.813730e-04  -1.296641e-03  9.999990e-01 
 2.476056e-01  -5.048332e-01  4.800000e+02  -2.701883e-04  -1.385728e-03  9.999990e-01
 2.367948e-01  -5.396688e-01  5.100000e+02  -9.033699e-05  -1.153089e-03  9.999993e-01
 2.299850e-01  -5.696067e-01  5.400000e+02  -2.856308e-04  -6.914746e-04  9.999997e-01
 2.161230e-01  -5.956337e-01  5.700000e+02  -5.462724e-04  -1.076839e-03  9.999993e-01
 1.896456e-01  -6.278900e-01  6.000000e+02  -1.164829e-03  -7.782988e-04  9.999990e-01
 1.487465e-01  -6.554927e-01  6.300000e+02  -1.428217e-03  -1.230507e-03  9.999982e-01
 1.097622e-01  -6.982139e-01  6.600000e+02  -1.238118e-03  -1.433571e-03  9.999982e-01
 6.822797e-02  -7.412387e-01  6.900000e+02  -1.403993e-03  -1.431652e-03  9.999980e-01
 3.058399e-02  -7.794746e-01  7.200000e+02  -1.298541e-03  -9.596087e-04  9.999987e-01
 -3.480069e-04  -8.107699e-01  7.500000e+02  -7.602307e-04  -7.357264e-04  9.999994e-0
 -1.410312e-02  -8.326066e-01  7.800000e+02  -2.611584e-04  -7.615191e-04  9.999997e-0
 -3.057380e-02  -8.427385e-01  8.100000e+02  -6.613130e-04  -4.699528e-05  9.999998e-0
 -4.730743e-02  -8.487609e-01  8.400000e+02  -7.498799e-04  -1.601941e-04  9.999997e-0
 -5.855397e-02  -8.623139e-01  8.700000e+02  1.188600e-07  -9.464871e-04  9.999996e-01
 -6.296256e-02  -8.941306e-01  9.000000e+02  -7.310079e-05  -1.120597e-03  9.999994e-0
 -7.073076e-02  -9.181532e-01  9.300000e+02  -4.342179e-04  -4.352814e-04  9.999998e-0
 -8.022547e-02  -9.296507e-01  9.600000e+02  -2.465954e-04  -1.770622e-04  1.000000e+0
 -8.230506e-02  -9.345055e-01  9.900000e+02  -3.774564e-04  -1.712860e-04  9.999999e-0
 -9.180525e-02  -9.387029e-01  1.020000e+03  -3.065831e-04  -1.509152e-04  9.999999e-0
 -9.322961e-02  -9.499778e-01  1.050000e+03  1.812875e-04  -5.311179e-04  9.999998e-01
 -8.335689e-02  -9.655611e-01  1.080000e+03  2.863224e-04  -6.757108e-04  9.999997e-01
 -8.084166e-02  -9.784278e-01  1.110000e+03  2.063811e-04  -1.992822e-04  1.000000e+00
 -5.962287e-02  -9.848889e-01  1.140000e+03  7.067952e-04  -3.023916e-05  9.999997e-01
 -3.240227e-02  -9.895545e-01  1.170000e+03  1.006148e-03  -5.774612e-05  9.999995e-01
 -7.151239e-04  -9.939676e-01  1.200000e+03  1.260792e-03  3.367898e-05  9.999992e-01 
 3.518568e-02  -9.961482e-01  1.230000e+03  9.450148e-04  -8.841121e-05  9.999995e-01 
 7.216593e-02  -1.002946e+00  1.260000e+03  1.434817e-03  -3.667389e-04  9.999989e-01 
 1.107952e-01  -1.016265e+00  1.290000e+03  1.327553e-03  -5.841280e-04  9.999989e-01 
 1.524340e-01  -1.029079e+00  1.320000e+03  1.107777e-03  -5.137583e-04  9.999993e-01 
 1.853501e-01  -1.040749e+00  1.350000e+03  1.338070e-03  -2.078905e-04  9.999991e-01 
 2.206179e-01  -1.037464e+00  1.380000e+03  8.400923e-04  4.924081e-05  9.999996e-01 
 2.442050e-01  -1.042960e+00  1.410000e+03  1.004770e-03  -1.281701e-04  9.999995e-01 
 2.687599e-01  -1.051301e+00  1.440000e+03  5.851307e-04  -3.404841e-04  9.999998e-01 
 2.897406e-01  -1.066949e+00  1.470000e+03  7.655845e-04  -8.047541e-04  9.999994e-01 
 3.214879e-01  -1.098783e+00  1.500000e+03  1.536579e-03  -1.444454e-03  9.999978e-01 
 3.674348e-01  -1.143822e+00  1.530000e+03  1.552268e-03  -1.280820e-03  9.999980e-01 
 4.117667e-01  -1.189819e+00  1.560000e+03  1.541826e-03  -1.663358e-03  9.999974e-01 
 4.602016e-01  -1.243376e+00  1.590000e+03  1.696985e-03  -1.966339e-03  9.999966e-01 
 5.030757e-01  -1.304208e+00  1.620000e+03  1.041676e-03  -2.235361e-03  9.999970e-01 
 5.328259e-01  -1.364043e+00  1.650000e+03  1.148400e-03  -2.271345e-03  9.999968e-01 
 5.702184e-01  -1.436868e+00  1.680000e+03  1.050383e-03  -2.617001e-03  9.999960e-01 
 6.023172e-01  -1.522671e+00  1.710000e+03  1.090010e-03  -2.985376e-03  9.999949e-01 
 6.418606e-01  -1.618460e+00  1.740000e+03  1.766774e-03  -2.930862e-03  9.999941e-01 
 6.969518e-01  -1.700763e+00  1.770000e+03  2.042398e-03  -2.494365e-03  9.999948e-01 
 7.623246e-01  -1.771585e+00  1.800000e+03  2.530167e-03  -2.238732e-03  9.999943e-01 
 8.366592e-01  -1.838315e+00  1.830000e+03  2.717272e-03  -2.383252e-03  9.999935e-01 
 9.127215e-01  -1.911238e+00  1.860000e+03  2.446938e-03  -2.545280e-03  9.999938e-01 
 9.967056e-01  -1.990172e+00  1.890000e+03  2.662116e-03  -3.011297e-03  9.999919e-01 
 1.079759e+00  -2.073213e+00  1.920000e+03  3.034691e-03  -2.698530e-03  9.999918e-01 
 1.158507e+00  -2.150875e+00  1.950000e+03  2.590792e-03  -2.709340e-03  9.999930e-01 
 1.241961e+00  -2.221888e+00  1.980000e+03  2.935556e-03  -2.144899e-03  9.999934e-01 
 1.326648e+00  -2.287712e+00  2.010000e+03  2.638711e-03  -2.092248e-03  9.999943e-01 
 1.402680e+00  -2.350721e+00  2.040000e+03  2.716941e-03  -1.749577e-03  9.999948e-01 
 1.476843e+00  -2.413765e+00  2.070000e+03  2.265997e-03  -2.361801e-03  9.999946e-01 
 1.544759e+00  -2.481062e+00  2.100000e+03  2.602472e-03  -2.266445e-03  9.999940e-01 
 1.626891e+00  -2.540211e+00  2.130000e+03  2.655880e-03  -1.913709e-03  9.999946e-01 
 1.700879e+00  -2.595389e+00  2.160000e+03  2.715146e-03  -1.941921e-03  9.999944e-01 
 1.772002e+00  -2.645760e+00  2.190000e+03  2.104019e-03  -1.510924e-03  9.999966e-01 
 1.838615e+00  -2.699452e+00  2.220000e+03  2.267540e-03  -1.856947e-03  9.999957e-01 
 1.910351e+00  -2.755806e+00  2.250000e+03  2.262608e-03  -1.813477e-03  9.999958e-01 
 1.981320e+00  -2.801211e+00  2.280000e+03  2.176934e-03  -1.163911e-03  9.999970e-01 
 2.063118e+00  -2.842751e+00  2.310000e+03  3.241167e-03  -1.478256e-03  9.999937e-01 
 2.169945e+00  -2.881090e+00  2.340000e+03  3.565188e-03  -1.211946e-03  9.999929e-01 
 2.281101e+00  -2.904989e+00  2.370000e+03  3.769236e-03  -7.836999e-04  9.999926e-01 
 2.396408e+00  -2.934116e+00  2.400000e+03  3.794255e-03  -8.629156e-04  9.999924e-01 
 2.507741e+00  -2.960332e+00  2.430000e+03  3.758818e-03  -7.491189e-04  9.999927e-01 
 2.618817e+00  -2.987777e+00  2.460000e+03  3.518831e-03  -8.805651e-04  9.999934e-01 
 2.734062e+00  -3.018078e+00  2.490000e+03  4.004114e-03  -1.279031e-03  9.999912e-01 
 2.849378e+00  -3.058314e+00  2.520000e+03  3.705996e-03  -1.069809e-03  9.999926e-01 
 2.964065e+00  -3.083597e+00  2.550000e+03  3.571316e-03  -8.560306e-04  9.999933e-01 
 3.071537e+00  -3.103448e+00  2.580000e+03  3.471776e-03  -4.683712e-04  9.999939e-01 
 3.172606e+00  -3.110000e+00  2.610000e+03  3.389212e-03  -1.122305e-04  9.999943e-01 
 3.279870e+00  -3.118905e+00  2.640000e+03  3.605213e-03  -3.179780e-04  9.999935e-01 
 3.386960e+00  -3.131685e+00  2.670000e+03  3.451074e-03  -5.920503e-04  9.999939e-01 
 3.476502e+00  -3.141523e+00  2.700000e+03  2.273397e-03  -1.366092e-04  9.999974e-01 
 3.546801e+00  -3.150343e+00  2.730000e+03  2.627204e-03  -3.453651e-04  9.999965e-01 
 3.620035e+00  -3.161243e+00  2.760000e+03  2.699011e-03  -5.790722e-04  9.999962e-01 
 3.686884e+00  -3.187931e+00  2.790000e+03  1.820693e-03  -1.127648e-03  9.999977e-01 
 3.751393e+00  -3.218666e+00  2.820000e+03  2.477841e-03  -1.194089e-03  9.999962e-01 
 3.819356e+00  -3.248618e+00  2.850000e+03  2.073237e-03  -8.153365e-04  9.999975e-01 
 3.881724e+00  -3.280444e+00  2.880000e+03  2.218455e-03  -1.340070e-03  9.999966e-01 
 3.966451e+00  -3.329242e+00  2.910000e+03  3.012159e-03  -1.411414e-03  9.999945e-01 
 4.056194e+00  -3.377758e+00  2.940000e+03  3.163525e-03  -1.809286e-03  9.999934e-01 
 4.142043e+00  -3.441718e+00  2.970000e+03  2.954417e-03  -2.368955e-03  9.999928e-01 
 4.222569e+00  -3.526229e+00  3.000000e+03  2.823193e-03  -3.207883e-03  9.999909e-01 

5
 -1.936292e-02  8.484960e-02  3.000000e+01  2.438728e-04  -3.296258e-04  9.999999e-01
 -2.204967e-02  7.390366e-02  6.000000e+01  -3.263944e-04  -4.193309e-04  9.999999e-0
 -2.962865e-02  6.280373e-02  9.000000e+01  -1.856048e-04  -3.250858e-04  9.999999e-0
 -2.978791e-02  5.256075e-02  1.200000e+02  3.316122e-04  -2.358463e-04  9.999999e-01
 -1.998271e-02  5.115584e-02  1.500000e+02  1.046213e-04  -2.040377e-04  1.000000e+00
 -1.352856e-02  4.666836e-02  1.800000e+02  2.387845e-04  -1.970918e-04  1.000000e+00
 -1.028776e-02  3.243613e-02  2.100000e+02  3.907256e-04  -7.160406e-04  9.999997e-01
 2.212087e-03  1.664683e-02  2.400000e+02  4.088988e-04  -3.231046e-04  9.999999e-01 
 1.706331e-02  7.518737e-03  2.700000e+02  3.591646e-04  -3.315422e-04  9.999999e-01 
 3.335044e-02  -8.824897e-04  3.000000e+02  7.676818e-04  -1.287805e-05  9.999997e-01
 5.765998e-02  -4.136290e-05  3.300000e+02  5.872030e-04  -6.448261e-05  9.999998e-01
 6.843230e-02  -5.085578e-04  3.600000e+02  1.671206e-04  -5.264686e-05  1.000000e+00
 7.540042e-02  -5.076508e-03  3.900000e+02  3.704962e-04  -2.101754e-04  9.999999e-01
 8.516606e-02  -1.239495e-02  4.200000e+02  2.617586e-04  -3.569357e-04  9.999999e-01
 9.443537e-02  -2.141132e-02  4.500000e+02  7.364262e-04  -4.755950e-04  9.999996e-01
 1.194247e-01  -4.543515e-02  4.800000e+02  1.053982e-03  -1.013484e-03  9.999989e-01
 1.440188e-01  -8.034696e-02  5.100000e+02  7.484524e-04  -1.206264e-03  9.999990e-01
 1.626665e-01  -1.160464e-01  5.400000e+02  4.947075e-04  -1.107986e-03  9.999993e-01
 1.788464e-01  -1.420809e-01  5.700000e+02  6.354762e-04  -6.180638e-04  9.999996e-01
 2.039405e-01  -1.614011e-01  6.000000e+02  9.680566e-04  -6.506941e-04  9.999993e-01
 2.323376e-01  -1.810317e-01  6.300000e+02  8.065891e-04  -5.581507e-04  9.999995e-01
 2.605771e-01  -1.906428e-01  6.600000e+02  1.061339e-03  -2.056238e-04  9.999994e-01
 2.912912e-01  -1.929868e-01  6.900000e+02  9.234888e-04  -3.042696e-04  9.999995e-01
 3.201639e-01  -2.075031e-01  7.200000e+02  8.031116e-04  -5.922260e-04  9.999995e-01
 3.464156e-01  -2.350710e-01  7.500000e+02  9.729263e-04  -1.328489e-03  9.999986e-01
 3.702244e-01  -2.742573e-01  7.800000e+02  5.814880e-04  -1.578806e-03  9.999986e-01
 4.011317e-01  -3.216316e-01  8.100000e+02  1.255009e-03  -1.427437e-03  9.999982e-01
 4.365344e-01  -3.616628e-01  8.400000e+02  1.004805e-03  -1.461948e-03  9.999984e-01
 4.661667e-01  -4.031841e-01  8.700000e+02  9.113491e-04  -1.326880e-03  9.999987e-01
 4.903569e-01  -4.440155e-01  9.000000e+02  7.257021e-04  -1.291828e-03  9.999989e-01
 5.116456e-01  -4.863962e-01  9.300000e+02  5.365369e-04  -1.592314e-03  9.999986e-01
 5.232002e-01  -5.325002e-01  9.600000e+02  1.297730e-04  -1.370142e-03  9.999991e-01
 5.223109e-01  -5.654160e-01  9.900000e+02  1.921033e-05  -9.492957e-04  9.999995e-01
 5.168362e-01  -5.791599e-01  1.020000e+03  -5.489351e-04  -3.361505e-04  9.999998e-0
 5.063194e-01  -5.863741e-01  1.050000e+03  -2.544620e-04  -1.735534e-04  1.000000e+0
 5.026519e-01  -5.827225e-01  1.080000e+03  5.332757e-04  2.567772e-04  9.999998e-01 
 5.119023e-01  -5.800749e-01  1.110000e+03  9.163654e-05  -2.159281e-04  1.000000e+00
 5.195359e-01  -5.909174e-01  1.140000e+03  1.870485e-04  -1.330925e-05  1.000000e+00
 5.160770e-01  -5.879334e-01  1.170000e+03  -4.167604e-04  -8.562251e-07  9.999999e-0
 5.069537e-01  -5.813907e-01  1.200000e+03  -1.830905e-04  5.514427e-04  9.999998e-01
 5.059463e-01  -5.626665e-01  1.230000e+03  1.575670e-04  7.321999e-04  9.999997e-01 
 5.098869e-01  -5.469256e-01  1.260000e+03  -2.885824e-05  4.009777e-04  9.999999e-01
 5.144680e-01  -5.268477e-01  1.290000e+03  2.984291e-04  1.029675e-03  9.999994e-01 
